Date,ADBE,AMD,AMGN,GOOG,NXPI,PCAR,REGN,ROST,TEAM,TSLA
2024-08-07 04:00:00,513.62,128.67,312.5,160.75,229.29,91.64,1067.8,136.33,137.41,191.76
2024-08-08 04:00:00,530.24,136.32,324.69,163.84,245.24,93.28,1113.35,139.22,138.79,198.84
2024-08-09 04:00:00,536.3,134.27,322.49,165.39,242.02,92.86,1131.24,139.64,141.43,200.0
2024-08-12 04:00:00,530.93,136.77,320.0,163.95,240.16,92.17,1121.09,140.67,140.55,197.49
2024-08-13 04:00:00,535.22,141.13,323.45,165.93,248.01,92.68,1158.33,141.65,143.2,207.83
2024-08-14 04:00:00,539.79,140.75,322.73,162.03,243.64,93.69,1156.86,141.34,143.5,201.38
2024-08-15 04:00:00,554.16,147.36,325.39,163.17,253.25,95.01,1175.33,147.8,146.83,214.14
2024-08-16 04:00:00,553.46,148.56,321.44,164.74,254.44,95.17,1179.31,147.4,154.21,216.12
2024-08-19 04:00:00,563.12,155.28,327.97,168.4,258.24,95.97,1196.88,147.4,159.0,222.72
2024-08-20 04:00:00,562.25,156.4,328.55,168.96,254.02,95.69,1192.23,147.7,156.29,221.1
2024-08-21 04:00:00,565.79,157.81,329.15,167.63,254.31,96.02,1185.34,153.95,158.34,223.27
2024-08-22 04:00:00,557.44,151.7,324.53,165.49,245.36,95.28,1187.66,152.52,155.87,210.66
2024-08-23 04:00:00,558.3,154.98,328.8,167.43,252.63,96.46,1199.12,155.21,160.0,220.32
2024-08-26 04:00:00,559.44,149.99,326.78,167.93,249.84,95.87,1199.37,154.21,165.02,213.21
2024-08-27 04:00:00,567.82,150.5,326.93,166.38,252.73,94.36,1201.76,153.33,164.32,209.21
2024-08-28 04:00:00,560.54,146.36,329.49,164.5,246.91,94.53,1199.29,149.9,161.94,205.75
2024-08-29 04:00:00,569.63,145.49,331.01,163.4,248.78,94.65,1178.93,151.8,167.45,206.28
2024-08-30 04:00:00,574.41,148.56,333.83,165.11,256.36,96.18,1184.69,150.61,165.6,214.11
2024-09-03 04:00:00,571.04,136.94,330.51,158.61,236.14,95.56,1168.81,151.68,163.8,210.6
2024-09-04 04:00:00,575.25,140.87,330.64,157.81,238.86,95.0,1179.37,151.76,162.3,219.41
2024-09-05 04:00:00,567.93,139.44,324.36,158.6,236.7,92.57,1150.56,153.14,161.9,230.17
2024-09-06 04:00:00,563.41,134.35,320.56,152.13,226.7,93.25,1131.5,150.53,161.31,210.73
2024-09-09 04:00:00,569.88,138.15,325.92,149.54,230.6,94.97,1144.77,150.79,162.69,216.27
2024-09-10 04:00:00,574.48,142.84,328.93,150.01,225.19,94.57,1136.35,150.79,162.25,226.17
2024-09-11 04:00:00,580.38,149.86,329.98,152.15,230.87,94.25,1141.45,151.13,166.1,228.13
2024-09-12 04:00:00,586.55,150.77,330.06,155.54,225.14,95.07,1164.46,152.68,165.69,229.81
2024-09-13 04:00:00,536.87,152.31,332.45,158.37,229.93,95.12,1153.35,155.25,163.74,230.29
2024-09-16 04:00:00,521.5,152.08,335.26,158.99,230.01,95.7,1153.08,153.17,165.15,226.78
2024-09-17 04:00:00,515.03,150.82,332.8,160.28,232.57,97.99,1146.75,150.32,155.82,227.87
2024-09-18 04:00:00,508.13,148.29,332.92,160.81,231.51,96.32,1138.81,150.73,159.84,227.2
2024-09-19 04:00:00,526.44,156.74,335.95,163.24,238.72,99.52,1150.19,154.44,163.1,243.92
2024-09-20 04:00:00,522.3,155.95,337.38,164.64,231.88,98.91,1145.03,154.31,163.08,238.25
2024-09-23 04:00:00,527.87,156.75,335.61,163.07,231.86,98.79,1091.98,149.98,161.98,250.0
2024-09-24 04:00:00,524.07,158.32,330.92,163.64,233.75,99.17,1045.98,152.27,162.62,254.27
2024-09-25 04:00:00,517.9,162.02,312.86,162.99,233.97,98.12,1031.15,153.08,161.9,257.02
2024-09-26 04:00:00,515.38,167.49,319.1,163.83,242.24,97.81,1039.96,152.82,163.14,254.22
2024-09-27 04:00:00,515.48,164.35,322.67,165.29,244.93,98.13,1042.69,151.56,161.22,260.46
2024-09-30 04:00:00,517.78,164.08,322.21,167.19,240.01,98.68,1051.24,150.51,158.81,261.63
2024-10-01 04:00:00,502.8,159.75,320.32,168.42,232.22,98.05,1046.91,148.19,161.42,258.02
2024-10-02 04:00:00,505.81,159.78,319.73,167.31,235.36,97.92,1040.27,147.73,160.24,249.02
2024-10-03 04:00:00,503.8,162.85,317.48,167.21,233.24,101.25,1014.59,146.78,160.44,240.66
2024-10-04 04:00:00,507.22,170.9,319.66,168.56,234.24,103.41,1012.82,145.58,171.0,250.08
2024-10-07 04:00:00,487.3,170.97,317.45,164.39,234.02,102.98,996.05,140.12,167.53,240.83
2024-10-08 04:00:00,496.24,172.8,317.68,165.7,234.96,102.8,1005.26,141.82,168.02,244.5
2024-10-09 04:00:00,494.08,171.02,322.41,163.06,238.31,103.77,1012.19,142.39,177.1,241.05
2024-10-10 04:00:00,503.57,164.18,321.01,163.18,236.17,103.62,999.02,141.03,184.0,238.77
2024-10-11 04:00:00,495.42,167.89,328.35,164.52,238.1,106.8,1015.67,143.36,187.06,217.8
2024-10-14 04:00:00,509.65,165.27,324.62,166.35,243.44,108.22,1014.25,143.32,194.0,219.16
2024-10-15 04:00:00,508.03,156.64,325.09,166.9,232.85,106.41,1016.53,146.25,190.89,219.57
2024-10-16 04:00:00,502.54,156.13,321.63,166.74,232.73,107.03,1007.96,147.78,189.35,221.33
2024-10-17 04:00:00,496.83,156.25,321.33,164.51,232.28,107.56,998.23,149.19,188.5,220.89
2024-10-18 04:00:00,494.9,155.97,321.66,165.05,233.45,110.09,990.68,149.9,191.7,220.7
2024-10-21 04:00:00,497.71,157.9,316.74,165.8,230.15,109.61,968.5,147.29,192.83,218.85
2024-10-22 04:00:00,493.11,154.09,319.66,166.82,231.52,104.79,962.34,145.75,193.87,217.97
2024-10-23 04:00:00,485.03,152.91,314.9,164.48,236.32,103.8,941.39,145.24,188.76,213.65
2024-10-24 04:00:00,482.87,153.44,315.69,164.53,239.06,104.84,928.9,144.38,189.35,260.48
2024-10-25 04:00:00,483.72,156.23,316.98,166.99,243.16,105.9,933.02,144.22,188.73,269.19
2024-10-28 04:00:00,481.04,159.92,317.17,168.34,249.7,107.07,928.61,143.16,188.66,262.51
2024-10-29 04:00:00,485.39,166.25,316.0,171.14,255.58,106.67,927.33,139.01,191.74,259.52
2024-10-30 04:00:00,486.68,148.6,315.54,176.14,245.32,104.9,922.79,139.59,190.44,257.55
2024-10-31 04:00:00,478.08,144.07,320.16,172.69,234.5,104.28,838.2,139.72,188.54,249.85
2024-11-01 04:00:00,482.8,141.86,319.22,172.65,238.59,103.35,843.6,140.06,224.35,248.98
2024-11-04 05:00:00,481.35,140.71,316.91,170.68,236.9,104.82,828.84,140.66,218.96,242.84
2024-11-05 05:00:00,486.42,141.66,319.29,171.41,224.65,108.07,829.43,142.32,221.58,251.44
2024-11-06 05:00:00,504.83,145.1,321.79,178.33,231.38,116.01,816.65,138.59,225.57,288.53
2024-11-07 05:00:00,500.92,149.82,321.91,182.28,236.12,112.72,824.48,142.04,233.96,296.91
2024-11-08 05:00:00,494.68,147.95,325.28,179.86,233.89,114.38,828.42,143.4,237.8,321.22
2024-11-11 05:00:00,504.48,147.35,321.81,181.97,227.04,116.43,825.68,142.36,245.85,350.0
2024-11-12 05:00:00,526.42,143.63,298.84,183.32,224.79,116.79,821.0,140.31,245.28,328.49
2024-11-13 05:00:00,532.5,139.3,301.44,180.49,222.96,116.8,804.33,140.46,252.78,330.24
2024-11-14 05:00:00,529.87,138.84,295.93,177.35,223.96,115.06,782.51,142.33,249.99,311.18
2024-11-15 05:00:00,503.37,134.9,283.61,173.89,217.04,112.26,756.81,140.69,240.04,320.72
2024-11-18 05:00:00,499.51,138.93,278.76,176.8,220.19,111.88,762.0,141.3,238.69,338.74
2024-11-19 05:00:00,499.61,139.39,279.95,179.58,219.91,110.38,744.6,139.26,247.73,346.0
2024-11-20 05:00:00,499.5,137.6,287.87,177.33,220.34,109.99,743.35,139.32,245.45,342.03
2024-11-21 05:00:00,504.44,137.49,289.9,169.24,224.57,114.05,744.5,142.96,253.97,339.64
2024-11-22 05:00:00,512.15,138.35,294.53,166.57,226.38,114.75,738.0,146.09,260.58,352.56
2024-11-25 05:00:00,518.73,141.13,294.0,169.43,233.85,116.54,749.51,153.29,261.0,338.59
2024-11-26 05:00:00,525.3,137.72,280.01,170.62,228.66,115.82,753.03,154.38,262.23,338.23
2024-11-27 05:00:00,513.68,136.24,280.07,170.82,226.53,116.18,754.87,154.89,262.46,332.89
2024-11-29 05:00:00,515.93,137.175,282.87,170.49,229.37,117.0,750.22,154.87,263.58,345.16
2024-12-02 05:00:00,516.2,142.06,278.1,172.98,233.61,116.24,762.34,156.36,265.88,357.09
2024-12-03 05:00:00,516.26,141.98,278.32,173.02,228.36,116.85,749.57,153.72,268.36,351.42
2024-12-04 05:00:00,536.49,143.99,278.26,176.09,223.66,118.41,754.26,154.48,287.5,357.93
2024-12-05 05:00:00,538.22,141.36,274.33,174.31,216.99,117.62,767.9,156.61,276.72,369.49
2024-12-06 05:00:00,552.96,138.59,272.58,176.49,218.66,115.88,778.0,156.48,278.5,389.22
2024-12-09 05:00:00,547.93,130.87,277.63,177.1,223.61,114.83,788.0,156.24,273.14,389.79
2024-12-10 05:00:00,547.05,127.74,275.75,186.53,217.94,115.37,778.5,155.77,266.45,400.99
2024-12-11 05:00:00,549.93,130.15,273.41,196.71,219.84,115.85,773.0,153.84,274.65,424.77
2024-12-12 05:00:00,474.63,130.6,274.06,193.63,217.73,112.8,740.97,153.88,279.18,418.1
2024-12-13 05:00:00,465.69,126.91,270.62,191.38,216.84,113.01,731.3,153.53,278.65,436.23
2024-12-16 05:00:00,461.53,126.69,266.5,198.16,218.18,112.33,724.87,149.92,278.09,463.02
2024-12-17 05:00:00,455.23,125.02,265.95,197.12,219.02,111.66,740.01,150.85,269.79,479.86
2024-12-18 05:00:00,441.31,121.41,258.78,190.15,210.29,107.78,714.62,148.6,250.19,440.13
2024-12-19 05:00:00,437.39,118.88,261.19,189.7,207.27,107.51,708.25,147.79,251.23,436.17
2024-12-20 05:00:00,447.17,119.21,263.38,192.96,210.24,105.32,701.85,149.15,257.26,421.06
2024-12-23 05:00:00,446.74,124.6,264.0,195.99,214.09,104.7,715.13,148.68,251.4,430.6
2024-12-24 05:00:00,447.94,126.29,264.49,197.57,215.4,105.18,714.47,150.475,257.49,462.28
2024-12-26 05:00:00,450.16,125.06,263.18,197.1,215.04,105.43,716.68,153.87,254.24,454.13
2024-12-27 05:00:00,446.48,125.19,262.65,194.04,213.76,104.57,712.4,152.96,250.11,431.66
2024-12-30 05:00:00,445.8,122.44,259.3,192.69,207.47,103.61,702.59,151.5,247.1,417.41
2024-12-31 05:00:00,444.68,120.79,260.64,190.44,207.85,104.02,712.33,151.27,243.38,403.84
2025-01-02 05:00:00,441.0,120.63,259.28,190.63,206.21,103.42,715.19,152.6,242.39,379.28
2025-01-03 05:00:00,430.57,125.37,261.22,193.13,208.86,104.9,718.15,154.25,250.27,410.44
2025-01-06 05:00:00,431.18,129.55,258.59,197.96,213.41,107.24,716.26,154.95,254.63,411.05
2025-01-07 05:00:00,422.63,127.33,262.06,196.71,212.58,109.56,730.3,151.56,247.85,394.36
2025-01-08 05:00:00,419.58,121.84,264.21,195.39,209.72,108.5,733.59,154.63,244.49,394.94
2025-01-10 05:00:00,405.92,116.04,262.23,193.17,206.75,106.58,696.88,151.74,242.39,394.74
2025-01-13 05:00:00,408.5,117.32,270.19,192.29,206.83,108.16,716.9,151.16,236.24,403.31
2025-01-14 05:00:00,412.71,116.09,267.1,191.05,210.63,110.2,690.87,149.12,246.4,396.36
2025-01-15 05:00:00,417.28,119.96,268.94,196.98,213.56,109.63,703.43,149.01,250.03,428.22
2025-01-16 05:00:00,426.93,118.44,269.43,194.41,210.76,109.48,693.23,149.0,254.25,413.82
2025-01-17 05:00:00,429.99,121.46,272.11,197.55,215.36,110.33,681.58,149.15,252.36,426.5
2025-01-21 05:00:00,436.36,122.28,274.81,199.63,214.88,110.11,687.8,148.94,256.19,424.07
2025-01-22 05:00:00,437.32,123.75,273.44,200.03,216.09,109.84,680.03,149.79,260.85,415.11
2025-01-23 05:00:00,437.28,123.04,277.88,199.58,219.88,110.06,694.64,148.61,265.7,412.38
2025-01-24 05:00:00,435.38,122.84,275.42,201.9,213.43,109.9,675.79,149.28,264.81,406.58
2025-01-27 05:00:00,438.6,115.01,282.95,193.77,215.08,109.91,684.71,146.01,268.0,397.15
2025-01-28 05:00:00,442.84,114.17,280.3,197.07,213.43,107.25,686.33,147.92,274.71,398.09
2025-01-29 05:00:00,441.68,117.35,281.68,197.18,213.01,110.89,687.27,150.15,271.33,389.1
2025-01-30 05:00:00,446.0,118.86,284.02,202.63,211.39,112.51,683.08,152.92,266.95,400.28
2025-01-31 05:00:00,437.45,115.95,285.42,205.6,208.55,110.88,672.98,150.56,306.78,404.6
2025-02-03 05:00:00,438.6,114.27,288.87,202.64,204.73,109.13,666.85,147.07,311.4,383.68
2025-02-04 05:00:00,440.23,119.5,289.02,207.71,202.4,108.48,697.05,146.95,316.73,392.21
2025-02-05 05:00:00,437.63,112.01,307.81,193.3,213.24,106.99,716.72,147.44,320.8,378.17
2025-02-06 05:00:00,435.4,110.16,297.78,193.31,216.82,107.68,722.07,145.02,319.0,374.32
2025-02-07 05:00:00,433.07,107.56,293.54,187.14,212.93,106.02,710.0,142.59,314.28,361.62
2025-02-10 05:00:00,451.1,110.48,294.79,188.2,210.05,106.11,690.36,142.13,322.94,350.73
2025-02-11 05:00:00,458.82,111.1,296.66,187.07,210.97,106.09,665.46,141.27,315.0,328.5
2025-02-12 05:00:00,462.76,111.72,295.06,185.43,219.79,103.11,663.86,139.55,318.45,336.51
2025-02-13 05:00:00,459.22,111.81,296.97,187.88,219.59,105.26,674.27,140.44,316.0,355.94
2025-02-14 05:00:00,460.16,113.1,291.16,186.87,224.14,105.96,673.6,138.76,313.1,355.84
2025-02-18 05:00:00,464.11,114.28,292.8,185.8,228.86,106.54,680.0,139.09,315.44,354.11
2025-02-19 05:00:00,456.99,114.69,294.27,187.13,245.58,107.21,685.66,139.73,303.72,360.56
2025-02-20 05:00:00,454.69,114.17,297.93,186.64,245.86,106.46,696.02,139.09,298.49,354.4
2025-02-21 05:00:00,444.32,110.84,303.01,181.58,236.52,104.46,700.33,136.61,285.99,337.8
2025-02-24 05:00:00,444.42,108.11,309.72,181.19,233.15,106.25,713.25,135.93,284.06,330.53
2025-02-25 05:00:00,443.41,103.96,315.63,177.37,228.56,106.58,723.47,136.45,284.26,302.8
2025-02-26 05:00:00,441.5,104.74,306.38,174.7,229.38,106.03,706.94,138.78,288.76,290.8
2025-02-27 05:00:00,437.19,99.51,305.82,170.21,216.87,105.5,702.78,138.02,278.48,281.95
2025-02-28 05:00:00,438.56,99.86,308.06,172.22,215.59,107.24,698.74,140.32,284.26,292.98
2025-03-03 05:00:00,440.72,98.23,310.78,168.66,216.53,105.02,684.87,136.81,274.22,284.65
2025-03-04 05:00:00,446.03,100.75,312.19,172.61,211.16,101.48,675.49,135.97,273.62,272.04
2025-03-05 05:00:00,451.24,101.67,316.57,174.99,216.77,102.97,687.15,138.64,276.73,279.1
2025-03-06 05:00:00,444.78,98.85,317.82,174.21,214.47,106.89,698.44,137.89,250.66,263.45
2025-03-07 05:00:00,449.4,100.31,324.86,175.75,222.56,110.06,707.51,135.96,238.86,262.67
2025-03-10 04:00:00,435.08,96.63,327.36,167.81,208.84,110.56,744.83,132.12,215.89,222.15
2025-03-11 04:00:00,433.66,96.76,318.89,165.98,205.8,104.72,718.16,128.65,224.1,230.58
2025-03-12 04:00:00,438.6,100.79,312.5,169.0,204.45,102.33,689.5,126.52,226.44,248.09
2025-03-13 04:00:00,377.84,98.11,312.64,164.73,201.02,98.42,680.61,123.3,208.0,240.68
2025-03-14 04:00:00,394.74,100.97,313.71,167.62,206.16,99.21,666.87,124.21,218.44,249.98
2025-03-17 04:00:00,399.34,104.59,317.17,166.57,209.83,101.17,678.42,125.54,220.98,238.01
2025-03-18 04:00:00,391.37,103.51,318.65,162.67,207.1,100.21,664.96,123.71,219.45,225.31
2025-03-19 04:00:00,387.89,106.23,315.75,166.28,207.38,99.59,672.36,125.95,229.86,235.86
2025-03-20 04:00:00,389.61,107.14,315.04,165.05,202.64,98.32,662.62,124.6,226.16,236.26
2025-03-21 04:00:00,387.26,106.44,316.04,166.25,200.64,97.11,658.48,123.54,227.34,248.71
2025-03-24 04:00:00,394.47,113.85,314.38,169.93,211.12,98.64,661.0,129.18,234.62,278.39
2025-03-25 04:00:00,403.64,114.81,306.86,172.79,211.33,99.24,634.14,128.13,236.22,288.14
2025-03-26 04:00:00,397.81,110.19,305.71,167.14,205.75,99.53,640.14,127.7,229.65,272.06
2025-03-27 04:00:00,396.15,106.65,305.77,164.08,200.06,98.19,635.83,129.09,222.64,273.13
2025-03-28 04:00:00,385.71,103.22,306.95,156.06,189.99,96.91,637.36,125.42,217.99,263.55
2025-03-31 04:00:00,383.53,102.74,311.55,156.23,190.06,97.37,634.23,127.79,212.21,259.16
2025-04-01 04:00:00,383.2,102.78,306.92,158.88,190.0,98.29,617.0,129.11,216.41,268.46
2025-04-02 04:00:00,385.78,102.96,305.7,158.86,193.67,99.09,625.6,132.37,223.96,282.76
2025-04-03 04:00:00,367.25,93.8,309.85,152.63,171.88,92.36,610.64,131.21,198.35,267.28
2025-04-04 04:00:00,349.07,85.76,294.39,147.74,160.81,90.88,573.45,130.31,187.67,239.43
2025-04-07 04:00:00,340.7,83.64,289.69,149.24,163.29,88.14,572.78,127.88,186.61,233.29
2025-04-08 04:00:00,340.0,78.21,280.26,146.58,153.5,86.4,556.81,126.9,183.84,221.86
2025-04-09 04:00:00,364.64,96.84,291.09,161.06,185.87,93.93,576.72,137.0,209.62,272.2
2025-04-10 04:00:00,350.05,88.7,281.41,155.37,165.59,88.77,546.39,138.89,198.03,252.4
2025-04-11 04:00:00,352.47,93.4,285.98,159.4,168.79,90.47,554.18,141.51,198.37,252.31
2025-04-14 04:00:00,350.91,94.5,293.92,161.47,170.545,89.55,571.06,143.66,200.99,252.35
2025-04-15 04:00:00,350.38,95.29,295.3,158.68,171.63,88.82,557.91,141.03,207.25,254.11
2025-04-16 04:00:00,344.19,88.29,282.64,155.5,168.59,86.81,549.28,138.68,205.31,241.55
2025-04-17 04:00:00,348.8,87.5,277.29,153.36,170.74,88.17,563.16,139.63,202.75,241.37
2025-04-21 04:00:00,343.22,85.56,273.68,149.86,171.5,87.29,561.49,135.49,192.84,227.5
2025-04-22 04:00:00,349.91,86.26,278.4,153.9,174.66,88.56,585.49,137.89,200.3,237.97
2025-04-23 04:00:00,351.96,90.39,277.9,157.72,180.87,89.08,587.85,138.22,208.27,250.74
2025-04-24 04:00:00,360.91,94.47,279.84,161.47,193.57,92.68,599.76,139.93,225.08,259.51
2025-04-25 04:00:00,367.72,96.645,280.84,163.85,193.55,91.89,602.64,139.71,228.68,284.95
2025-04-28 04:00:00,368.62,96.39,283.09,162.42,196.24,92.04,610.86,139.37,229.83,285.88
2025-04-29 04:00:00,370.98,96.06,288.56,162.06,182.62,90.29,568.91,140.78,228.49,292.03
2025-04-30 04:00:00,374.98,97.35,290.92,160.89,184.31,90.21,598.76,139.0,228.31,282.16
2025-05-01 04:00:00,374.63,96.65,283.78,162.79,181.84,89.78,590.0,138.93,229.07,280.52
2025-05-02 04:00:00,380.87,98.8,281.22,165.81,188.14,89.9,605.61,140.49,208.48,287.21
2025-05-05 04:00:00,381.06,100.59,280.06,166.05,184.95,89.45,603.58,141.47,207.78,280.26
2025-05-06 04:00:00,382.98,98.62,270.44,165.2,182.41,88.98,558.52,141.61,207.89,275.35
2025-05-07 04:00:00,384.97,100.36,275.84,152.8,186.87,88.72,560.93,143.03,205.71,276.22
2025-05-08 04:00:00,383.99,101.7,272.05,155.75,188.57,91.56,547.67,143.37,208.22,284.82
2025-05-09 04:00:00,384.91,102.72,268.9,154.09,190.52,90.95,538.7,142.235,208.29,297.38
